Date received,Product,Sub-product,Issue,Sub-issue,Company,State,ZIP code,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?
7/26/2013,Bank account or service,Checking account,Deposits and withdrawals,,Bank of America,VA,24128,N/A,Web,7/29/2013,Closed with explanation,Yes,No
8/8/2013,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Impersonated an attorney or official,"Hunter Warfield, Inc.",VA,22219,N/A,Web,8/8/2013,Closed with explanation,Yes,Yes
8/14/2013,Credit card,,Other fee,,Amex,CA,90703,N/A,Phone,8/22/2013,Closed with explanation,Yes,No
8/2/2013,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,Encore Capital Group,DE,19966,N/A,Web,8/2/2013,Closed with explanation,Yes,Yes
8/8/2013,Credit reporting,,Incorrect information on credit report,Account status,Experian,OR,97236,N/A,Fax,8/26/2013,Closed with non-monetary relief,Yes,No
8/2/2013,Bank account or service,Checking account,Using a debit or ATM card,,Bank of America,FL,33308,N/A,Postal mail,8/5/2013,Closed with explanation,Yes,No
7/26/2013,Credit card,,Closing/Cancelling account,,Bank of America,NC,28227,N/A,Phone,7/29/2013,Closed with explanation,Yes,No
7/26/2013,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,Experian,PA,17404,N/A,Web,7/26/2013,Closed with explanation,Yes,No
7/26/2013,Credit card,,Billing statement,,Discover,TN,37090,N/A,Web,7/26/2013,Closed with monetary relief,Yes,No
7/26/2013,Credit reporting,,Incorrect information on credit report,Account status,"TransUnion Intermediate Holdings, Inc.",KS,66210,N/A,Web,7/26/2013,Closed with explanation,Yes,No
8/21/2013,Credit card,,Billing disputes,,JPMorgan Chase & Co.,CA,95407,N/A,Referral,8/22/2013,Closed with explanation,Yes,No
7/26/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,JPMorgan Chase & Co.,CA,90019,N/A,Web,7/30/2013,Closed with explanation,Yes,No
7/26/2013,Bank account or service,Checking account,Deposits and withdrawals,,Comerica,MI,48227,N/A,Referral,7/29/2013,Closed with explanation,Yes,No
8/21/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,PNC Bank N.A.,DE,19711,N/A,Referral,8/23/2013,Closed with explanation,Yes,No
8/14/2013,Credit card,,Other,,Citibank,IN,46224,N/A,Web,8/14/2013,Closed with explanation,Yes,No
8/9/2013,Credit card,,Credit determination,,Capital One,OK,74601,N/A,Web,8/9/2013,Closed with explanation,Yes,No
8/14/2013,Credit reporting,,Incorrect information on credit report,Account status,Equifax,NY,14094,N/A,Postal mail,8/29/2013,Closed with non-monetary relief,Yes,No
8/21/2013,Credit card,,Rewards,,Amex,IL,60169,N/A,Referral,8/23/2013,Closed with explanation,Yes,No
8/8/2013,Debt collection,Non-federal student loan,Improper contact or sharing of info,Contacted me after I asked not to,Law Office of Regent and Associates,TX,75287,N/A,Web,11/7/2013,Closed with explanation,Yes,No
7/26/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"EOS Holdings, Inc.",FL,33602,N/A,Phone,8/1/2013,Closed with non-monetary relief,Yes,No
7/26/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,Experian,NY,11433,N/A,Web,7/26/2013,Closed with non-monetary relief,Yes,No
8/2/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,Equifax,CO,80162,N/A,Referral,8/7/2013,Closed with non-monetary relief,Yes,No
8/14/2013,Credit reporting,,Incorrect information on credit report,Account status,Equifax,MO,64118,N/A,Fax,8/26/2013,Closed with non-monetary relief,Yes,No
8/8/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,JPMorgan Chase & Co.,CA,91356,N/A,Web,8/13/2013,Closed with explanation,Yes,Yes
8/21/2013,Credit card,,Billing disputes,,Capital One,NY,11375,N/A,Web,8/21/2013,Closed with explanation,Yes,Yes
8/8/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,Nationstar Mortgage,,,N/A,Referral,8/13/2013,Closed with explanation,Yes,No
8/21/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,Nationstar Mortgage,FL,32763,N/A,Referral,8/22/2013,Closed with explanation,Yes,No
8/2/2013,Credit reporting,,Incorrect information on credit report,Account status,Wells Fargo & Company,FL,33908,N/A,Web,8/7/2013,Closed with non-monetary relief,Yes,Yes
8/8/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,Ditech Financial LLC,CA,92336,N/A,Referral,8/20/2013,Closed with explanation,Yes,No
7/26/2013,Credit reporting,,Incorrect information on credit report,Account status,"TransUnion Intermediate Holdings, Inc.",NJ,7083,N/A,Referral,8/13/2013,Closed with explanation,Yes,No
7/26/2013,Debt collection,Mortgage,False statements or representation,Attempted to collect wrong amount,First American Financial Corporation,AZ,85338,N/A,Web,10/18/2013,Closed with explanation,Yes,No
8/14/2013,Credit reporting,,Incorrect information on credit report,Account terms,Experian,TX,77072,N/A,Web,8/14/2013,Closed with non-monetary relief,Yes,No
8/14/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,ERC,NV,89815,N/A,Web,8/14/2013,Closed with non-monetary relief,Yes,No
8/14/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,The Huntington National Bank,OH,44070,N/A,Postal mail,8/28/2013,Closed with explanation,Yes,No
8/14/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,Nationstar Mortgage,GA,30228,N/A,Web,8/15/2013,Closed with explanation,Yes,No
8/14/2013,Credit reporting,,Incorrect information on credit report,Account terms,Experian,MI,49022,N/A,Web,8/14/2013,Closed with non-monetary relief,Yes,No
8/22/2013,Mortgage,Conventional adjustable mortgage (ARM),Settlement process and costs,,Ocwen,WI,53216,N/A,Web,8/22/2013,Closed with explanation,Yes,Yes
8/2/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,TD Bank US Holding Company,LA,70605,N/A,Referral,8/22/2013,Closed with explanation,Yes,No
8/8/2013,Credit card,,Customer service / Customer relations,,Capital One,KS,66209,N/A,Phone,8/9/2013,Closed with explanation,Yes,No
8/22/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,Citibank,MD,20879,N/A,Referral,8/23/2013,Closed with explanation,Yes,No
8/14/2013,Bank account or service,Checking account,"Account opening, closing, or management",,Fifth Third Financial Corporation,OH,44129,N/A,Web,8/16/2013,Closed with explanation,Yes,Yes
8/22/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,Nationstar Mortgage,CA,92656,N/A,Phone,8/26/2013,Closed with explanation,Yes,No
8/22/2013,Credit card,,Credit line increase/decrease,,Discover,TX,75204,N/A,Web,8/21/2013,Closed with explanation,Yes,No
8/2/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,Nationstar Mortgage,MI,48224,N/A,Web,8/6/2013,Closed with explanation,Yes,No
7/26/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,Synchrony Financial,VA,22079,N/A,Web,7/26/2013,Closed with explanation,Yes,Yes
8/22/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,Wells Fargo & Company,VA,22968,N/A,Web,8/22/2013,Closed with explanation,Yes,Yes
8/14/2013,Bank account or service,Checking account,Problems caused by my funds being low,,Santander Bank US,NJ,8840,N/A,Referral,8/16/2013,Closed with explanation,Yes,No
8/22/2013,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,Experian,NY,10462,N/A,Web,8/22/2013,Closed with explanation,Yes,No
8/22/2013,Mortgage,FHA mortgage,Settlement process and costs,,Nationstar Mortgage,OK,73170,N/A,Web,8/22/2013,Closed with explanation,Yes,Yes
8/8/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,Bank of America,IL,60440,N/A,Web,8/13/2013,Closed with explanation,Yes,No
8/22/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,"Select Portfolio Servicing, Inc",GA,30319,N/A,Web,8/22/2013,Closed with explanation,Yes,No
8/22/2013,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,Equifax,NY,10462,N/A,Web,8/22/2013,Closed with explanation,Yes,No
8/22/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,Encore Capital Group,MO,63129,N/A,Web,8/21/2013,Closed with explanation,Yes,Yes
8/22/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,Synchrony Financial,MO,63129,N/A,Web,8/22/2013,Closed with monetary relief,Yes,No
8/14/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,Santander Bank US,CA,90025,N/A,Referral,8/16/2013,Closed,Yes,No
8/14/2013,Credit card,,Billing disputes,,Amex,NY,10010,N/A,Referral,8/16/2013,Closed with explanation,Yes,No
8/22/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Threatened arrest/jail if do not pay,National Payment Solutions of New York LLC,OH,44133,N/A,Web,10/1/2013,Closed,Yes,No
8/8/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,Capital One,NC,28104,N/A,Phone,8/15/2013,Closed with explanation,Yes,No
8/2/2013,Mortgage,FHA mortgage,Settlement process and costs,,PNC Bank N.A.,OH,43230,N/A,Web,8/6/2013,Closed with explanation,Yes,No
8/14/2013,Credit card,,APR or interest rate,,JPMorgan Chase & Co.,NJ,8816,N/A,Referral,8/16/2013,Closed with explanation,Yes,No
8/14/2013,Credit card,,Customer service / Customer relations,,Capital One,OR,97123,N/A,Referral,8/16/2013,Closed with explanation,Yes,No
8/3/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,"TransUnion Intermediate Holdings, Inc.",PA,17032,N/A,Referral,8/27/2013,Closed with explanation,Yes,No
8/14/2013,Bank account or service,Checking account,"Account opening, closing, or management",,People's United Bank,CT,6608,N/A,Referral,8/30/2013,Closed with explanation,Yes,No
8/2/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,Bank of America,FL,33458,N/A,Web,8/6/2013,Closed with explanation,Yes,No
8/3/2013,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,"I.Q. Data International, Inc.",TX,75062,N/A,Referral,8/29/2013,Closed with explanation,Yes,No
7/26/2013,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,Encore Capital Group,PA,19145,N/A,Phone,8/1/2013,Closed with explanation,Yes,Yes
7/26/2013,Bank account or service,Checking account,Problems caused by my funds being low,,"SunTrust Banks, Inc.",FL,32084,N/A,Web,7/29/2013,Closed with explanation,Yes,No
8/22/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,JPMorgan Chase & Co.,CA,94122,N/A,Web,8/22/2013,Closed with explanation,Yes,No
8/8/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,Residential Credit Solutions,CT,6905,N/A,Phone,8/13/2013,Closed with explanation,Yes,No
8/3/2013,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,"Northland Group, Inc.",CA,91915,N/A,Referral,8/8/2013,Closed,Yes,No
8/2/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,Wells Fargo & Company,NJ,8807,N/A,Phone,8/6/2013,Closed with explanation,Yes,Yes
8/22/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,"Convergent Resources, Inc.",CA,94533,N/A,Web,8/22/2013,Closed with explanation,Yes,No
8/14/2013,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,Toyota Motor Credit Corporation,AZ,85255,N/A,Web,8/21/2013,Closed with non-monetary relief,Yes,No
8/22/2013,Mortgage,Other mortgage,Settlement process and costs,,Bank of America,CA,90272,N/A,Web,9/10/2013,Closed with explanation,Yes,No
8/2/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,Citibank,TX,75241,N/A,Referral,8/6/2013,Closed with explanation,Yes,Yes
8/2/2013,Credit card,,Late fee,,Citibank,MN,55403,N/A,Web,8/2/2013,Closed with monetary relief,Yes,No
8/3/2013,Debt collection,I do not know,False statements or representation,Attempted to collect wrong amount,"Hosto & Buchan, PLLC",AR,72476,N/A,Referral,9/4/2013,Closed with explanation,Yes,No
8/8/2013,Credit card,,Balance transfer,,U.S. Bancorp,TX,75062,N/A,Web,8/8/2013,Closed with monetary relief,Yes,No
8/22/2013,Bank account or service,Checking account,Using a debit or ATM card,,JPMorgan Chase & Co.,AZ,85035,N/A,Fax,8/22/2013,Closed with explanation,Yes,No
8/3/2013,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,"Portfolio Recovery Associates, Inc.",NY,11209,N/A,Referral,8/9/2013,Closed with non-monetary relief,Yes,No
8/14/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,Citibank,MI,49327,N/A,Web,8/19/2013,Closed with explanation,Yes,No
8/2/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,Ocwen,GA,31021,N/A,Referral,8/6/2013,Closed with explanation,Yes,No
8/2/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,Commercial Recovery Systems,LA,70560,N/A,Web,9/23/2013,Closed,Yes,No
8/22/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,Tenet HealthCare Corporation,CA,91411,N/A,Fax,10/17/2013,Closed with explanation,Yes,Yes
7/26/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,Equifax,VA,20139,N/A,Referral,8/9/2013,Closed with non-monetary relief,Yes,No
8/22/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,Nationstar Mortgage,OH,44134,N/A,Referral,8/23/2013,Closed with explanation,Yes,Yes
8/22/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,Bank of America,DE,19701,N/A,Referral,8/23/2013,Closed with explanation,Yes,Yes
8/3/2013,Bank account or service,Checking account,Deposits and withdrawals,,Bank of America,MD,21201,N/A,Web,8/7/2013,Closed with monetary relief,Yes,Yes
8/8/2013,Bank account or service,Checking account,Problems caused by my funds being low,,BB&T Financial,FL,33040,N/A,Web,8/12/2013,Closed with explanation,Yes,No
8/18/2013,Credit card,,Rewards,,Citibank,MD,21921,N/A,Web,8/18/2013,Closed with non-monetary relief,Yes,No
8/3/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,BB&T Financial,FL,34470,N/A,Postal mail,8/6/2013,Closed with explanation,Yes,No
8/3/2013,Credit card,,Billing disputes,,Capital One,FL,34747,N/A,Web,8/5/2013,Closed with explanation,Yes,Yes
8/22/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,Ocwen,OH,43420,N/A,Web,8/22/2013,Closed with explanation,Yes,No
8/3/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,Wells Fargo & Company,IN,47909,N/A,Web,8/6/2013,Closed with explanation,Yes,No
8/22/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,JPMorgan Chase & Co.,FL,34984,N/A,Referral,8/23/2013,Closed with explanation,Yes,No
8/3/2013,Bank account or service,Checking account,Deposits and withdrawals,,BMO Harris,MO,63130,N/A,Fax,8/7/2013,Closed with explanation,Yes,Yes
8/8/2013,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,"TransUnion Intermediate Holdings, Inc.",TN,37343,N/A,Web,8/8/2013,Closed with explanation,Yes,No
8/8/2013,Consumer Loan,Personal line of credit,Account terms and changes,,"OneMain Financial Holdings, LLC",CA,92325,N/A,Web,8/12/2013,Closed with explanation,Yes,No
8/22/2013,Mortgage,VA mortgage,Credit decision / Underwriting,,JPMorgan Chase & Co.,WA,98327,N/A,Referral,8/23/2013,Closed with explanation,Yes,Yes
8/15/2013,Credit reporting,,Incorrect information on credit report,Account terms,Experian,CA,91320,N/A,Web,8/15/2013,Closed with non-monetary relief,Yes,No
8/8/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,Nationstar Mortgage,AZ,85746,N/A,Web,8/12/2013,Closed with explanation,Yes,Yes
8/22/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,JPMorgan Chase & Co.,WA,98006,N/A,Postal mail,8/22/2013,Closed with explanation,Yes,No
8/15/2013,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,Experian,TX,76063,N/A,Web,8/15/2013,Closed with explanation,Yes,No
7/26/2013,Consumer Loan,Personal line of credit,Shopping for a line of credit,,"OneMain Financial Holdings, LLC",OR,97023,N/A,Web,7/29/2013,Closed with explanation,Yes,No
8/15/2013,Debt collection,Credit card,Improper contact or sharing of info,Contacted me after I asked not to,Resurgent Capital Services L.P.,GA,30350,N/A,Web,8/14/2013,Closed with non-monetary relief,Yes,No
